price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,lat,longs
314000.0,5,2.75,2210,13500,1.0,0,5,7,1460,750,1963,47.4468,-122.282
609850.0,2,2.75,1910,1369,3.0,0,3,9,1910,0,2002,47.6544,-122.373
480000.0,3,1.75,1710,4080,1.0,0,4,7,1130,580,1979,47.5563,-122.392
919204.0,4,3.5,3760,5000,2.0,0,3,9,2860,900,2014,47.6826,-122.394
230000.0,3,1.0,1250,9774,1.0,0,4,7,1250,0,1969,47.3343,-122.306
550000.0,4,2.5,2700,5150,2.0,0,3,9,2700,0,2007,47.5071,-122.148
399950.0,5,2.0,2760,6420,1.0,0,5,7,1380,1380,1964,47.5396,-122.276
309620.0,3,2.5,1860,3730,2.0,0,3,8,1860,0,2012,47.7442,-121.984
781500.0,4,2.5,3440,6332,2.0,0,3,10,3440,0,2001,47.5347,-122.155
595000.0,4,2.25,1920,3225,1.5,0,5,7,1300,620,1923,47.5848,-122.384
245560.0,2,1.5,1260,9693,1.0,0,3,7,1260,0,1957,47.7775,-122.365
285000.0,3,2.5,1660,6263,2.0,0,3,8,1660,0,2003,47.3507,-122.141
950000.0,4,2.5,3320,7644,2.0,0,3,10,3320,0,1995,47.5541,-122.106
400000.0,4,1.75,1700,20283,1.5,0,3,7,1340,360,1965,47.7694,-121.903
150000.0,3,1.0,1310,9612,1.0,0,3,7,960,350,1962,47.2958,-122.285
338000.0,2,1.0,1470,5566,1.0,0,4,7,770,700,1919,47.5348,-122.269
145000.0,3,1.0,1010,5490,1.0,0,3,6,1010,0,1954,47.4762,-122.293
565000.0,4,2.75,2730,6856,2.0,0,3,8,2730,0,2003,47.7739,-122.164
959000.0,3,2.5,2830,3750,3.0,0,3,10,2830,0,2014,47.6799,-122.385
375000.0,3,2.5,1950,6871,2.0,0,3,8,1950,0,1997,47.7603,-122.307
925000.0,3,3.0,2560,3600,2.0,0,3,10,2110,450,1994,47.633,-122.37
422000.0,4,2.5,3200,6691,2.0,0,3,7,3200,0,2002,47.367,-122.031
542000.0,4,1.0,1540,5000,1.5,0,4,7,1090,450,1922,47.6754,-122.294
500000.0,4,2.25,2490,23478,2.0,0,3,8,2490,0,1981,47.7547,-122.094
518000.0,4,2.75,2440,12051,1.0,0,5,8,1440,1000,1966,47.7456,-122.351
632500.0,4,1.5,2720,37258,2.0,0,3,10,2720,0,1994,47.7402,-122.035
674000.0,3,2.5,1920,3624,2.0,0,3,9,1920,0,2003,47.6647,-122.087
465000.0,3,1.0,910,4500,1.0,0,3,7,910,0,1948,47.6828,-122.395
200000.0,2,1.0,830,7200,1.0,0,2,6,830,0,1920,47.5604,-122.275
325000.0,3,1.0,1160,9525,1.0,0,4,7,1160,0,1968,47.7431,-122.073
206000.0,2,2.5,1280,1566,2.0,0,3,7,1280,0,2005,47.4336,-122.195
183000.0,3,1.5,1280,4366,2.0,0,4,6,1280,0,1985,47.335,-122.215
245000.0,4,1.5,1850,7547,1.5,0,4,7,1850,0,1960,47.3714,-122.309
810000.0,2,2.75,2700,8572,1.0,0,3,9,2700,0,2007,47.7236,-122.033
428900.0,4,2.5,2820,5056,2.0,0,3,9,2820,0,2006,47.3591,-122.038
270000.0,4,2.5,2350,5835,2.0,0,3,8,2350,0,2003,47.3494,-122.153
599995.0,3,1.0,1620,3000,1.5,0,5,7,1620,0,1928,47.6888,-122.347
650000.0,4,2.75,1910,16532,1.0,0,4,7,1420,490,1940,47.6952,-122.39
538000.0,3,2.75,2000,7204,1.0,0,5,7,1250,750,1960,47.565,-122.116
235000.0,4,1.0,1610,24000,1.5,0,3,6,1610,0,1947,47.2751,-122.252
670000.0,3,3.0,2980,3730,2.0,0,3,9,2980,0,2005,47.5533,-121.995
317000.0,3,2.5,2100,7587,2.0,0,3,9,2100,0,1990,47.3072,-122.391
530000.0,3,2.25,2160,8114,1.0,0,3,8,1460,700,1960,47.7176,-122.35
234550.0,3,1.0,1990,15375,1.0,0,3,7,1140,850,1946,47.4778,-122.288
585000.0,4,2.5,2430,6766,2.0,0,3,8,2430,0,1999,47.7294,-122.358
1001000.0,4,2.0,3100,8000,1.5,0,5,7,2040,1060,1939,47.6852,-122.329
442500.0,3,2.5,1690,3129,2.0,0,3,7,1690,0,2002,47.6875,-122.043
537000.0,4,2.0,1720,6413,1.0,0,4,7,860,860,1950,47.5734,-122.395
355000.0,5,2.5,2344,8000,1.0,0,4,8,1560,784,1976,47.3185,-122.377
300000.0,3,1.5,1500,14750,1.5,0,4,6,1500,0,1933,47.495,-122.318
235000.0,3,2.0,1090,8400,1.0,0,4,6,1090,0,1961,47.4942,-122.322
525000.0,4,3.0,2650,4924,2.0,0,3,8,2650,0,2011,47.7734,-122.238
360000.0,2,1.75,1230,1107,2.0,0,3,8,1230,0,2006,47.5475,-121.999
560000.0,3,2.5,1390,1411,3.0,0,3,8,1390,0,2008,47.6485,-122.334
342000.0,4,1.0,1390,9023,1.5,0,3,7,1390,0,1955,47.7754,-122.296
385000.0,4,2.5,1950,7350,1.0,0,3,7,1150,800,1963,47.656,-122.134
410000.0,4,2.25,2200,8292,2.0,0,3,7,2200,0,1990,47.7456,-122.315
349950.0,3,1.0,1060,9525,1.0,0,3,7,1060,0,1966,47.6855,-122.111
305000.0,4,1.75,2251,12731,1.0,1,4,8,1390,861,1957,47.3369,-122.32
626000.0,3,2.25,1810,5107,2.0,0,3,8,1810,0,1989,47.6882,-122.171
495000.0,3,2.0,1460,9759,1.0,0,5,7,1460,0,1972,47.6644,-122.144
510000.0,3,2.0,1430,9250,1.0,0,4,8,990,440,1983,47.6952,-122.096
315000.0,4,2.25,1880,9163,2.0,0,3,8,1880,0,1981,47.4362,-122.165
280000.0,3,2.5,1600,4271,2.0,0,3,7,1600,0,2000,47.3303,-122.269
470000.0,3,2.25,1830,39165,1.0,0,5,8,1830,0,1963,47.4612,-121.992
550000.0,5,2.5,2780,9272,2.0,0,3,8,2780,0,2014,47.5168,-122.378
527000.0,2,1.75,1640,4080,1.0,0,3,7,840,800,1921,47.6645,-122.326
241450.0,3,1.0,1100,8138,1.0,0,3,7,1100,0,1949,47.7393,-122.325
299950.0,3,2.5,1780,4650,2.0,0,3,7,1780,0,2011,47.386,-122.047
385000.0,3,1.75,1180,10541,1.0,0,4,7,940,240,1981,47.6348,-122.032
580000.0,4,2.5,3250,5000,2.0,0,3,8,3250,0,2008,47.4988,-122.148
555000.0,3,2.0,1980,3478,1.5,0,4,7,1440,540,1929,47.6775,-122.372
157500.0,3,1.0,1100,27008,1.0,0,3,6,960,140,1935,47.4963,-122.249
740000.0,3,2.5,2350,3798,2.0,0,3,8,2350,0,2013,47.543,-122.01
433000.0,4,1.0,1710,7000,1.5,0,3,7,1710,0,1950,47.7037,-122.293
160000.0,3,1.5,1010,9600,1.0,0,4,7,1010,0,1962,47.4097,-122.316
216500.0,3,1.0,1020,11652,1.0,0,4,6,1020,0,1971,47.4459,-122.278
660500.0,5,2.5,2950,5500,1.5,0,5,7,1720,1230,1918,47.5785,-122.293
420000.0,3,2.5,2480,6180,2.0,0,3,9,2480,0,1999,47.4044,-122.208
410000.0,3,1.0,1410,5000,1.0,0,3,6,980,430,1925,47.5769,-122.397
343000.0,3,3.25,1210,1173,2.0,0,3,8,1000,210,2002,47.7114,-122.356
245000.0,3,2.25,1700,8100,1.0,0,3,7,1200,500,1980,47.3601,-122.046
275000.0,2,1.0,2180,12875,1.0,0,3,7,1480,700,1959,47.3757,-122.303
235000.0,3,1.75,1900,8540,1.0,0,3,6,950,950,1980,47.4868,-122.303
355000.0,2,1.0,960,6250,1.0,0,3,6,960,0,1916,47.5491,-122.386
550000.0,4,1.75,2150,9000,1.0,0,4,7,1110,1040,1966,47.6812,-122.113
330000.0,4,2.5,2380,13550,2.0,0,3,7,2380,0,1999,47.4486,-122.288
889000.0,4,3.5,3210,5000,3.0,0,3,9,3210,0,2014,47.5203,-122.393
355000.0,4,2.5,2040,8265,2.0,0,3,7,2040,0,1996,47.4973,-122.341
733000.0,5,2.75,2880,4425,2.0,0,3,8,2880,0,2005,47.7048,-122.109
359500.0,4,2.75,2140,10316,2.0,0,3,8,2140,0,1993,47.3537,-122.274
240000.0,4,1.5,1780,14810,1.0,0,4,8,1180,600,1950,47.3581,-122.288
450000.0,3,2.0,1510,43560,1.0,0,3,7,1510,0,1954,47.7218,-122.079
530000.0,3,2.5,1950,9906,2.0,0,3,8,1950,0,1988,47.6363,-122.025
450000.0,2,1.5,960,1000,2.0,0,3,8,920,40,2008,47.6489,-122.335
864327.0,5,3.25,3480,6507,2.0,0,3,9,3480,0,2014,47.607,-122.053
525000.0,4,1.5,1170,6240,1.0,0,4,6,1170,0,1960,47.5495,-122.232
205000.0,3,1.0,1130,7014,1.0,0,3,7,1130,0,1954,47.4743,-122.274
745000.0,2,2.5,2170,7546,1.0,0,3,8,2170,0,2007,47.7242,-122.032
467000.0,2,2.5,1140,1181,3.0,0,3,8,1140,0,2007,47.6713,-122.383
700000.0,5,2.5,2830,25958,1.0,1,5,8,1610,1220,1979,47.5896,-122.083
335000.0,3,2.75,2850,8039,1.0,0,4,8,1540,1310,1989,47.4141,-122.204
167000.0,3,1.5,1280,5547,2.0,0,4,6,1280,0,1985,47.3344,-122.215
411753.0,3,2.5,1710,3795,2.0,0,3,7,1710,0,2009,47.6968,-122.024
495500.0,3,2.5,3190,7828,2.0,0,3,9,3190,0,2006,47.5047,-122.144
655000.0,4,2.5,2860,12394,2.0,0,3,10,2860,0,1999,47.5832,-122.026
235000.0,3,1.0,1250,15603,1.0,0,4,7,1250,0,1959,47.5093,-122.172
524000.0,3,1.5,1310,9471,1.0,0,4,8,1310,0,1970,47.6644,-122.148
850000.0,3,2.25,2870,8170,2.0,0,3,10,2250,620,1995,47.5363,-122.385
210000.0,3,1.0,1040,8970,1.0,0,4,6,1040,0,1961,47.3283,-122.337
208000.0,3,2.0,1250,7995,1.0,0,4,7,1250,0,1980,47.3684,-122.092
346100.0,3,2.5,1400,2036,2.0,0,3,7,1400,0,2003,47.5516,-122.382
154950.0,4,1.0,1600,10183,1.0,0,4,6,1600,0,1966,47.277,-122.211
385000.0,4,2.5,2960,5054,2.0,0,3,9,2960,0,2006,47.3601,-122.035
500000.0,3,1.75,1530,8829,1.0,0,5,8,1530,0,1972,47.545,-122.171
525000.0,1,1.5,1030,5923,1.0,0,3,8,1030,0,1940,47.6653,-122.305
442500.0,4,2.0,1540,5920,1.5,0,5,7,1540,0,1935,47.7148,-122.301
260000.0,3,2.5,1770,2677,2.0,0,3,7,1770,0,2005,47.4339,-122.194
209950.0,3,1.5,1180,7300,1.0,0,4,7,1180,0,1968,47.2857,-122.197
760000.0,5,3.5,3180,14000,2.0,0,5,10,3180,0,1997,47.5501,-122.128
359000.0,4,1.75,1580,6396,1.0,0,4,6,790,790,1945,47.5378,-122.369
546940.0,3,1.0,1470,7680,1.0,0,3,7,1220,250,1946,47.5276,-122.359
506400.0,3,2.5,2100,9040,1.0,0,3,8,1700,400,1989,47.5329,-122.173
532500.0,2,1.0,820,3000,1.0,0,4,7,820,0,1924,47.6842,-122.348
397500.0,3,1.75,1300,8480,1.0,0,3,7,1300,0,1969,47.6991,-122.13
400000.0,3,2.5,2393,4788,2.0,0,3,8,2393,0,2012,47.4517,-122.204
190000.0,2,1.5,1400,9031,1.0,0,3,7,960,440,1982,47.2915,-122.368
599950.0,3,1.0,1680,7910,1.0,0,3,7,1680,0,1949,47.5085,-122.385
350000.0,2,1.0,1620,9205,1.0,0,5,6,850,770,1921,47.7119,-122.23
650000.0,4,2.5,2290,10186,2.0,0,3,8,2290,0,1985,47.6353,-122.124
879000.0,3,3.0,3030,5156,1.5,0,4,9,2080,950,1929,47.647,-122.369
280000.0,3,1.75,1590,7280,1.0,0,3,7,1140,450,1974,47.4288,-122.153
610000.0,4,3.0,2450,10117,1.0,0,5,8,1580,870,1967,47.5694,-122.132
475000.0,4,2.25,2680,4673,2.0,0,3,7,2680,0,1999,47.7539,-122.219
390000.0,5,1.75,2250,8970,1.0,0,4,7,1500,750,1966,47.7217,-122.188
550700.0,2,1.0,1010,5000,1.5,0,4,6,1010,0,1908,47.6692,-122.297
460000.0,3,2.25,1650,7313,1.0,0,3,7,1220,430,1975,47.7375,-122.194
570000.0,3,3.0,2400,3192,2.0,0,3,7,2400,0,1991,47.6963,-122.348
167500.0,3,1.0,760,3090,1.0,0,2,5,760,0,1903,47.5513,-122.275
245000.0,3,1.5,1340,7391,1.0,0,4,7,1340,0,1966,47.3837,-122.317
531000.0,3,2.5,2120,9736,2.0,0,3,9,2120,0,1988,47.7374,-122.219
650000.0,4,2.0,1610,8976,1.0,0,4,8,1610,0,1966,47.6011,-122.192
725000.0,3,2.5,2620,28703,1.0,0,3,10,2620,0,1985,47.7238,-122.114
835000.0,3,2.0,1570,4625,1.5,0,5,8,1570,0,1927,47.68,-122.399
251000.0,3,2.0,1300,8400,1.0,0,4,7,1300,0,1967,47.368,-122.315
517500.0,3,2.5,1810,4332,2.0,0,3,8,1810,0,1992,47.5776,-121.996
645000.0,4,2.25,2720,18295,1.0,0,4,8,2000,720,1979,47.5851,-122.073
920000.0,4,3.25,2190,4265,2.0,0,3,9,1540,650,2015,47.6178,-122.29
468000.0,4,2.5,3040,20682,2.0,0,3,7,3040,0,2000,47.7245,-121.959
252500.0,3,2.0,1810,10684,2.0,0,3,8,1810,0,1987,47.4619,-122.153
248000.0,3,2.5,2120,6840,1.0,0,3,7,1220,900,1984,47.278,-122.145
1062500.0,4,2.75,1590,6000,1.5,0,4,8,1590,0,1925,47.6401,-122.299
226500.0,3,1.75,1640,10762,1.0,0,3,7,1130,510,1988,47.3586,-122.074
842500.0,4,2.5,2160,5298,2.5,0,4,9,2160,0,1902,47.6106,-122.31
384500.0,3,2.5,1600,2610,2.0,0,3,8,1600,0,2005,47.5344,-122.068
300000.0,4,2.5,1910,8058,2.0,0,3,8,1910,0,1992,47.3891,-122.172
365000.0,2,1.5,790,1123,2.0,0,3,8,700,90,2003,47.651,-122.368
110000.0,1,1.0,640,10280,1.0,0,2,5,640,0,1920,47.5144,-122.368
275000.0,2,1.5,1270,32175,1.0,0,4,7,1270,0,1947,47.3347,-122.304
415250.0,3,1.5,1400,7550,1.0,0,4,7,1400,0,1953,47.7566,-122.337
800000.0,4,2.5,2390,10000,1.0,0,3,9,1590,800,1975,47.5801,-122.229
634950.0,3,3.0,2180,2650,1.5,0,5,8,1410,770,1930,47.6891,-122.375
